0,1,68
1,0,68
0,2,76
2,0,76
0,3,53
3,0,53
0,4,3
4,0,3
0,5,94
5,0,94
0,6,41
6,0,41
0,7,2
7,0,2
0,8,66
8,0,66
0,9,55
9,0,55
1,2,54
2,1,54
1,3,44
3,1,44
1,4,64
4,1,64
1,5,35
5,1,35
1,6,78
6,1,78
1,7,35
7,1,35
1,8,97
8,1,97
1,9,38
9,1,38
2,3,17
3,2,17
2,4,93
4,2,93
2,5,19
5,2,19
2,6,90
6,2,90
2,7,77
7,2,77
2,8,85
8,2,85
2,9,80
9,2,80
3,4,7
4,3,7
3,5,65
5,3,65
3,6,98
6,3,98
3,7,36
7,3,36
3,8,37
8,3,37
3,9,28
9,3,28
4,5,94
5,4,94
4,6,100
6,4,100
4,7,19
7,4,19
4,8,39
8,4,39
4,9,37
9,4,37
5,6,89
6,5,89
5,7,15
7,5,15
5,8,35
8,5,35
5,9,74
9,5,74
6,7,55
7,6,55
6,8,90
8,6,90
6,9,66
9,6,66
7,8,78
8,7,78
7,9,21
9,7,21
8,9,94
9,8,94
