0,1,7
1,0,7
0,2,98
2,0,98
0,3,3
3,0,3
0,4,58
4,0,58
0,5,36
5,0,36
0,6,74
6,0,74
0,7,99
7,0,99
0,8,5
8,0,5
0,9,77
9,0,77
1,2,87
2,1,87
1,3,93
3,1,93
1,4,79
4,1,79
1,5,58
5,1,58
1,6,34
6,1,34
1,7,37
7,1,37
1,8,3
8,1,3
1,9,71
9,1,71
2,3,3
3,2,3
2,4,60
4,2,60
2,5,41
5,2,41
2,6,26
6,2,26
2,7,23
7,2,23
2,8,62
8,2,62
2,9,23
9,2,23
3,4,13
4,3,13
3,5,57
5,3,57
3,6,25
6,3,25
3,7,3
7,3,3
3,8,64
8,3,64
3,9,13
9,3,13
4,5,92
5,4,92
4,6,18
6,4,18
4,7,85
7,4,85
4,8,10
8,4,10
4,9,45
9,4,45
5,6,11
6,5,11
5,7,43
7,5,43
5,8,27
8,5,27
5,9,75
9,5,75
6,7,14
7,6,14
6,8,42
8,6,42
6,9,29
9,6,29
7,8,32
8,7,32
7,9,43
9,7,43
8,9,3
9,8,3
