0,1,85
1,0,85
0,2,99
2,0,99
0,3,51
3,0,51
0,4,16
4,0,16
0,5,28
5,0,28
0,6,66
6,0,66
0,7,39
7,0,39
0,8,22
8,0,22
0,9,61
9,0,61
1,2,53
2,1,53
1,3,67
3,1,67
1,4,59
4,1,59
1,5,61
5,1,61
1,6,37
6,1,37
1,7,86
7,1,86
1,8,71
8,1,71
1,9,84
9,1,84
2,3,49
3,2,49
2,4,39
4,2,39
2,5,90
5,2,90
2,6,33
6,2,33
2,7,62
7,2,62
2,8,37
8,2,37
2,9,50
9,2,50
3,4,32
4,3,32
3,5,24
5,3,24
3,6,75
6,3,75
3,7,83
7,3,83
3,8,13
8,3,13
3,9,15
9,3,15
4,5,35
5,4,35
4,6,51
6,4,51
4,7,29
7,4,29
4,8,13
8,4,13
4,9,41
9,4,41
5,6,63
6,5,63
5,7,63
7,5,63
5,8,64
8,5,64
5,9,55
9,5,55
6,7,25
7,6,25
6,8,24
8,6,24
6,9,3
9,6,3
7,8,71
8,7,71
7,9,98
9,7,98
8,9,6
9,8,6
