0,1,7
1,0,7
0,2,98
2,0,98
0,3,3
3,0,3
0,4,58
4,0,58
0,5,36
5,0,36
0,6,74
6,0,74
0,7,99
7,0,99
0,8,5
8,0,5
0,9,77
9,0,77
0,10,4
10,0,4
0,11,68
11,0,68
0,12,38
12,0,38
0,13,29
13,0,29
0,14,46
14,0,46
0,15,32
15,0,32
0,16,41
16,0,41
0,17,64
17,0,64
0,18,31
18,0,31
0,19,78
19,0,78
1,2,87
2,1,87
1,3,93
3,1,93
1,4,79
4,1,79
1,5,58
5,1,58
1,6,34
6,1,34
1,7,37
7,1,37
1,8,3
8,1,3
1,9,71
9,1,71
1,10,88
10,1,88
1,11,71
11,1,71
1,12,26
12,1,26
1,13,70
13,1,70
1,14,91
14,1,91
1,15,3
15,1,3
1,16,48
16,1,48
1,17,16
17,1,16
1,18,54
18,1,54
1,19,2
19,1,2
2,3,3
3,2,3
2,4,60
4,2,60
2,5,41
5,2,41
2,6,26
6,2,26
2,7,23
7,2,23
2,8,62
8,2,62
2,9,23
9,2,23
2,10,41
10,2,41
2,11,26
11,2,26
2,12,97
12,2,97
2,13,18
13,2,18
2,14,68
14,2,68
2,15,46
15,2,46
2,16,85
16,2,85
2,17,27
17,2,27
2,18,34
18,2,34
2,19,75
19,2,75
3,4,13
4,3,13
3,5,57
5,3,57
3,6,25
6,3,25
3,7,3
7,3,3
3,8,64
8,3,64
3,9,13
9,3,13
3,10,93
10,3,93
3,11,30
11,3,30
3,12,98
12,3,98
3,13,84
13,3,84
3,14,26
14,3,26
3,15,8
15,3,8
3,16,92
16,3,92
3,17,36
17,3,36
3,18,30
18,3,30
3,19,64
19,3,64
4,5,92
5,4,92
4,6,18
6,4,18
4,7,85
7,4,85
4,8,10
8,4,10
4,9,45
9,4,45
4,10,83
10,4,83
4,11,18
11,4,18
4,12,68
12,4,68
4,13,11
13,4,11
4,14,29
14,4,29
4,15,43
15,4,43
4,16,47
16,4,47
4,17,49
17,4,49
4,18,85
18,4,85
4,19,88
19,4,88
5,6,11
6,5,11
5,7,43
7,5,43
5,8,27
8,5,27
5,9,75
9,5,75
5,10,75
10,5,75
5,11,85
11,5,85
5,12,20
12,5,20
5,13,28
13,5,28
5,14,92
14,5,92
5,15,90
15,5,90
5,16,74
16,5,74
5,17,96
17,5,96
5,18,94
18,5,94
5,19,58
19,5,58
6,7,14
7,6,14
6,8,42
8,6,42
6,9,29
9,6,29
6,10,18
10,6,18
6,11,45
11,6,45
6,12,93
12,6,93
6,13,13
13,6,13
6,14,88
14,6,88
6,15,35
15,6,35
6,16,49
16,6,49
6,17,21
17,6,21
6,18,41
18,6,41
6,19,86
19,6,86
7,8,32
8,7,32
7,9,43
9,7,43
7,10,94
10,7,94
7,11,3
11,7,3
7,12,96
12,7,96
7,13,39
13,7,39
7,14,79
14,7,79
7,15,5
15,7,5
7,16,55
16,7,55
7,17,81
17,7,81
7,18,91
18,7,91
7,19,6
19,7,6
8,9,3
9,8,3
8,10,11
10,8,11
8,11,62
11,8,62
8,12,54
12,8,54
8,13,23
13,8,23
8,14,22
14,8,22
8,15,77
15,8,77
8,16,34
16,8,34
8,17,43
17,8,43
8,18,78
18,8,78
8,19,24
19,8,24
9,10,15
10,9,15
9,11,82
11,9,82
9,12,35
12,9,35
9,13,2
13,9,2
9,14,27
14,9,27
9,15,68
15,9,68
9,16,39
16,9,39
9,17,9
17,9,9
9,18,52
18,9,52
9,19,49
19,9,49
10,11,2
11,10,2
10,12,10
12,10,10
10,13,24
13,10,24
10,14,34
14,10,34
10,15,26
15,10,26
10,16,84
16,10,84
10,17,90
17,10,90
10,18,8
18,10,8
10,19,73
19,10,73
11,12,48
12,11,48
11,13,40
13,11,40
11,14,37
14,11,37
11,15,63
15,11,63
11,16,92
16,11,92
11,17,73
17,11,73
11,18,45
18,11,45
11,19,40
19,11,40
12,13,27
13,12,27
12,14,85
14,12,85
12,15,57
15,12,57
12,16,81
16,12,81
12,17,24
17,12,24
12,18,21
18,12,21
12,19,21
19,12,21
13,14,56
14,13,56
13,15,63
15,13,63
13,16,64
16,13,64
13,17,56
17,13,56
13,18,74
18,13,74
13,19,38
19,13,38
14,15,93
15,14,93
14,16,71
16,14,71
14,17,27
17,14,27
14,18,79
18,14,79
14,19,83
19,14,83
15,16,38
16,15,38
15,17,67
17,15,67
15,18,75
18,15,75
15,19,10
19,15,10
16,17,3
17,16,3
16,18,84
18,16,84
16,19,60
19,16,60
17,18,69
18,17,69
17,19,73
19,17,73
18,19,36
19,18,36
