0,1,68
1,0,68
0,2,76
2,0,76
0,3,53
3,0,53
0,4,3
4,0,3
0,5,94
5,0,94
0,6,41
6,0,41
0,7,2
7,0,2
0,8,66
8,0,66
0,9,55
9,0,55
0,10,78
10,0,78
0,11,82
11,0,82
0,12,85
12,0,85
0,13,2
13,0,2
0,14,23
14,0,23
0,15,44
15,0,44
0,16,16
16,0,16
0,17,63
17,0,63
0,18,82
18,0,82
0,19,86
19,0,86
1,2,54
2,1,54
1,3,44
3,1,44
1,4,64
4,1,64
1,5,35
5,1,35
1,6,78
6,1,78
1,7,35
7,1,35
1,8,97
8,1,97
1,9,38
9,1,38
1,10,23
10,1,23
1,11,35
11,1,35
1,12,64
12,1,64
1,13,25
13,1,25
1,14,33
14,1,33
1,15,31
15,1,31
1,16,89
16,1,89
1,17,11
17,1,11
1,18,75
18,1,75
1,19,20
19,1,20
2,3,17
3,2,17
2,4,93
4,2,93
2,5,19
5,2,19
2,6,90
6,2,90
2,7,77
7,2,77
2,8,85
8,2,85
2,9,80
9,2,80
2,10,67
10,2,67
2,11,58
11,2,58
2,12,2
12,2,2
2,13,31
13,2,31
2,14,48
14,2,48
2,15,37
15,2,37
2,16,20
16,2,20
2,17,39
17,2,39
2,18,17
18,2,17
2,19,41
19,2,41
3,4,7
4,3,7
3,5,65
5,3,65
3,6,98
6,3,98
3,7,36
7,3,36
3,8,37
8,3,37
3,9,28
9,3,28
3,10,75
10,3,75
3,11,74
11,3,74
3,12,73
12,3,73
3,13,6
13,3,6
3,14,62
14,3,62
3,15,90
15,3,90
3,16,73
16,3,73
3,17,45
17,3,45
3,18,59
18,3,59
3,19,72
19,3,72
4,5,94
5,4,94
4,6,100
6,4,100
4,7,19
7,4,19
4,8,39
8,4,39
4,9,37
9,4,37
4,10,49
10,4,49
4,11,67
11,4,67
4,12,7
12,4,7
4,13,74
13,4,74
4,14,55
14,4,55
4,15,75
15,4,75
4,16,39
16,4,39
4,17,30
17,4,30
4,18,51
18,4,51
4,19,10
19,4,10
5,6,89
6,5,89
5,7,15
7,5,15
5,8,35
8,5,35
5,9,74
9,5,74
5,10,2
10,5,2
5,11,30
11,5,30
5,12,6
12,5,6
5,13,48
13,5,48
5,14,47
14,5,47
5,15,66
15,5,66
5,16,46
16,5,46
5,17,2
17,5,2
5,18,68
18,5,68
5,19,93
19,5,93
6,7,55
7,6,55
6,8,90
8,6,90
6,9,66
9,6,66
6,10,41
10,6,41
6,11,23
11,6,23
6,12,91
12,6,91
6,13,85
13,6,85
6,14,34
14,6,34
6,15,9
15,6,9
6,16,79
16,6,79
6,17,2
17,6,2
6,18,63
18,6,63
6,19,65
19,6,65
7,8,78
8,7,78
7,9,21
9,7,21
7,10,61
10,7,61
7,11,12
11,7,12
7,12,83
12,7,83
7,13,56
13,7,56
7,14,34
14,7,34
7,15,68
15,7,68
7,16,45
16,7,45
7,17,5
17,7,5
7,18,25
18,7,25
7,19,67
19,7,67
8,9,94
9,8,94
8,10,49
10,8,49
8,11,29
11,8,29
8,12,47
12,8,47
8,13,74
13,8,74
8,14,15
14,8,15
8,15,99
15,8,99
8,16,70
16,8,70
8,17,36
17,8,36
8,18,98
18,8,98
8,19,63
19,8,63
9,10,87
10,9,87
9,11,74
11,9,74
9,12,37
12,9,37
9,13,6
13,9,6
9,14,15
14,9,15
9,15,9
15,9,9
9,16,15
16,9,15
9,17,19
17,9,19
9,18,20
18,9,20
9,19,59
19,9,59
10,11,19
11,10,19
10,12,73
12,10,73
10,13,50
13,10,50
10,14,21
14,10,21
10,15,73
15,10,73
10,16,10
16,10,10
10,17,38
17,10,38
10,18,2
18,10,2
10,19,93
19,10,93
11,12,61
12,11,61
11,13,19
13,11,19
11,14,35
14,11,35
11,15,90
15,11,90
11,16,98
16,11,98
11,17,20
17,11,20
11,18,98
18,11,98
11,19,98
19,11,98
12,13,82
13,12,82
12,14,45
14,12,45
12,15,8
15,12,8
12,16,88
16,12,88
12,17,44
17,12,44
12,18,16
18,12,16
12,19,94
19,12,94
13,14,95
14,13,95
13,15,99
15,13,99
13,16,3
16,13,3
13,17,85
17,13,85
13,18,72
18,13,72
13,19,59
19,13,59
14,15,45
15,14,45
14,16,65
16,14,65
14,17,39
17,14,39
14,18,8
18,14,8
14,19,58
19,14,58
15,16,87
16,15,87
15,17,40
17,15,40
15,18,61
18,15,61
15,19,80
19,15,80
16,17,64
17,16,64
16,18,47
18,16,47
16,19,36
19,16,36
17,18,40
18,17,40
17,19,83
19,17,83
18,19,58
19,18,58
